id,amount,source,cid
43075,617,3,21543
43076,919,3,24951
43077,603,1,33367
43078,382,1,34056
43079,332,3,45903
43080,475,2,35253
43081,232,1,25592
43082,334,3,25526
43083,740,1,16778
43084,98,3,36974
43085,897,3,26187
43086,234,2,2677
43087,101,2,26072
43088,859,3,8203
43089,876,1,39500
43090,496,3,19356
43091,581,3,16492
43092,253,3,42885
43093,821,2,36773
43094,900,2,8377
43095,152,2,5009
43096,939,3,955
43097,88,1,49739
43098,170,1,10671
43099,739,3,12711
43100,376,3,19267
43101,37,3,1238
43102,645,1,10879
43103,546,2,42594
43104,703,2,12064
43105,13,3,10062
43106,543,3,19924
43107,17,2,46087
43108,82,2,9422
43109,561,2,10294
43110,254,3,28502
43111,988,3,46628
43112,893,1,16885
43113,16,2,40823
43114,236,3,9398
43115,45,2,10464
43116,980,3,23474
43117,741,3,38412
43118,545,2,3029
43119,179,2,18687
43120,374,1,31648
43121,566,1,37038
43122,866,2,17429
43123,363,2,45628
43124,997,3,28550
43125,670,1,39678
43126,603,2,37882
43127,200,1,23756
43128,648,3,13447
43129,992,1,11041
43130,951,1,40242
43131,138,1,10226
43132,445,2,47881
43133,48,3,20284
43134,85,2,5882
43135,678,1,17200
43136,649,1,24854
43137,117,1,44043
43138,345,3,15224
43139,506,2,23177
43140,292,1,10637
43141,516,3,24464
43142,975,3,42944
43143,291,1,34230
43144,1,3,17802
43145,498,3,48421
43146,502,3,47905
43147,279,2,12887
43148,720,1,24914
43149,565,2,44634
43150,675,1,21492
43151,715,3,4445
43152,242,2,26703
43153,600,1,35839
43154,612,2,24543
43155,178,2,18558
43156,995,3,39306
43157,43,2,43491
43158,300,2,34438
43159,21,1,45587
43160,546,2,23878
43161,583,3,32208
43162,305,2,36487
43163,733,1,6635
43164,764,2,35934
43165,662,1,12298
43166,567,2,5137
43167,18,3,6714
43168,174,2,18919
43169,163,1,8662
43170,972,2,4300
43171,118,2,20578
43172,652,1,9166
43173,458,1,49284
43174,237,1,30617
43175,138,2,7577
43176,723,3,34071
43177,590,2,22454
43178,495,2,34259
43179,624,1,1007
43180,906,1,22410
43181,485,2,20931
43182,712,2,28499
43183,798,3,33572
43184,256,1,14430
43185,216,2,48873
43186,75,1,44364
43187,468,1,40393
43188,373,1,30284
43189,44,3,7964
43190,450,1,36067
43191,950,3,44656
43192,391,1,45250
43193,213,3,78
43194,626,1,11460
43195,223,1,49971
43196,149,1,34151
43197,31,1,14367
43198,232,2,28751
43199,402,1,17935
43200,244,1,38515
43201,257,1,33233
43202,400,2,3186
43203,241,1,20166
43204,914,2,44952
43205,930,3,13629
43206,568,2,30486
43207,612,3,38262
43208,76,1,10054
43209,682,3,12900
43210,559,3,25983
43211,545,2,916
43212,116,1,42579
43213,965,3,13619
43214,61,2,39761
43215,354,2,39899
43216,217,3,47931
43217,214,2,14471
43218,512,3,16630
43219,624,1,9284
43220,551,2,27442
43221,714,3,46794
43222,941,2,19859
43223,705,2,18457
43224,485,1,27352
43225,721,1,18825
43226,711,1,28606
43227,192,1,15566
43228,348,2,43915
43229,451,2,46034
43230,548,2,33046
43231,35,2,43971
43232,99,1,42120
43233,105,1,15696
43234,804,2,42975
43235,351,3,20708
43236,168,1,40609
43237,588,3,23319
43238,850,1,41682
43239,43,3,16280
43240,660,2,17825
43241,866,1,15722
43242,297,3,8083
43243,200,2,129
43244,995,3,4374
43245,494,3,4773
43246,345,1,34547
43247,575,2,11939
43248,26,2,16225
43249,775,1,32163
43250,793,3,45952
43251,733,3,3641
43252,165,1,47173
43253,720,3,25749
43254,540,2,32892
43255,722,2,36163
43256,726,1,24056
43257,480,1,24717
43258,711,1,34221
43259,591,3,17171
43260,360,3,43889
43261,788,2,36982
43262,535,1,42684
43263,28,2,15336
43264,719,1,9937
43265,206,1,46841
43266,933,1,33831
43267,872,3,32991
43268,211,3,27440
43269,927,3,32664
43270,653,3,38937
43271,778,2,34492
43272,795,2,9841
43273,139,2,21385
43274,417,3,7617
43275,516,1,6487
43276,462,2,26285
43277,437,2,20143
43278,292,3,6585
43279,829,1,15810
43280,150,3,28840
43281,655,3,19049
43282,796,2,26640
43283,251,2,1840
43284,806,2,37401
43285,339,2,48488
43286,360,2,15487
43287,618,3,12237
43288,96,3,27340
43289,109,3,17517
43290,665,3,40802
43291,424,3,34112
43292,706,1,31394
43293,938,1,25693
43294,578,2,38534
43295,517,3,46266
43296,98,1,22340
43297,567,1,8472
43298,106,1,29751
43299,814,2,27247
43300,363,3,36050
43301,702,3,14331
43302,237,1,769
43303,438,1,44563
43304,772,1,44356
43305,57,1,3169
43306,152,1,37502
43307,250,1,2337
43308,864,3,5571
43309,509,1,8949
43310,993,1,17847
43311,517,3,17548
43312,645,1,43085
43313,855,3,3593
43314,56,1,12625
43315,158,3,39329
43316,535,3,22490
43317,983,2,1778
43318,27,3,24033
43319,280,2,3809
43320,60,1,26180
43321,768,2,14495
43322,844,2,37874
43323,775,1,21959
43324,94,2,39024
43325,136,1,21353
43326,795,2,35622
43327,690,3,6710
43328,814,2,8275
43329,538,3,18908
43330,657,2,8719
43331,210,3,45006
43332,397,1,33647
43333,964,3,27923
43334,435,1,5688
43335,425,1,25068
43336,900,1,27869
43337,260,3,23997
43338,171,3,31762
43339,721,3,17775
43340,468,1,42315
43341,299,3,47798
43342,98,2,48917
43343,131,2,19717
43344,669,2,29036
43345,194,2,33744
43346,214,3,38800
43347,649,3,32202
43348,885,3,42874
43349,649,1,12911
43350,148,3,24282
43351,22,1,32734
43352,982,2,27998
43353,927,1,41954
43354,24,2,16230
43355,514,2,41035
43356,833,3,2477
43357,262,1,6282
43358,763,1,8569
43359,230,3,4009
43360,448,3,30943
43361,785,2,42137
43362,738,3,37632
43363,25,2,28150
43364,710,3,41720
43365,224,3,35576
43366,484,3,32364
43367,309,2,18674
43368,185,2,48897
43369,876,1,49706
43370,763,3,11370
43371,670,3,13710
43372,309,2,19033
43373,369,2,27256
43374,969,1,36289
43375,698,2,7123
43376,17,3,43786
43377,890,3,8695
43378,516,1,41554
43379,459,1,9647
43380,50,2,45826
43381,103,2,29111
43382,6,3,16580
43383,402,2,27327
43384,9,2,27595
43385,361,2,39238
43386,665,2,29685
43387,601,1,40585
43388,112,1,34042
43389,928,2,40121
43390,279,3,33795
43391,885,2,34786
43392,167,2,36928
43393,104,1,19277
43394,119,1,41329
43395,724,3,20925
43396,232,2,41024
43397,747,1,21789
43398,580,2,12258
43399,114,2,38008
43400,376,1,37939
43401,314,3,10327
43402,90,2,38682
43403,345,2,33173
43404,884,1,17696
43405,901,2,12694
43406,674,3,19794
43407,35,3,28048
43408,826,1,10444
43409,808,1,12781
43410,805,3,35472
43411,194,3,17939
43412,991,1,24774
43413,29,2,10000
43414,858,3,3476
43415,18,3,5333
43416,237,1,15142
43417,20,1,78
43418,627,2,42201
43419,361,1,17297
43420,8,2,28822
43421,357,3,44761
43422,129,3,48335
43423,618,1,33651
43424,369,1,7622
43425,750,1,43994
43426,909,1,18729
43427,780,1,30712
43428,487,1,14529
43429,499,3,18920
43430,813,3,4565
43431,871,3,1386
43432,576,1,39934
43433,675,1,49727
43434,735,1,11683
43435,23,1,6656
43436,515,1,6137
43437,155,2,25441
43438,923,2,43461
43439,881,3,7454
43440,165,1,9555
43441,309,3,23668
43442,852,1,8615
43443,523,1,31844
43444,390,3,35633
43445,985,3,14461
43446,358,2,18746
43447,384,1,25476
43448,811,1,21847
43449,544,3,46778
43450,202,2,9507
43451,866,2,42640
43452,326,1,47731
43453,854,3,38446
43454,766,2,6320
43455,627,2,18926
43456,506,2,24468
43457,432,1,32381
43458,909,3,5549
43459,623,1,30189
43460,650,2,34958
43461,356,3,33291
43462,744,1,40634
43463,424,3,21072
43464,930,3,19897
43465,529,3,25549
43466,142,1,45062
43467,29,2,10029
43468,206,1,3523
43469,479,3,12235
43470,76,2,23884
43471,33,3,20269
43472,981,3,40049
43473,64,1,33035
43474,678,3,22097
43475,58,2,32551
43476,396,2,28135
43477,645,1,33482
43478,849,2,28920
43479,312,3,33321
43480,898,3,33779
43481,222,1,44477
43482,831,2,1092
43483,454,2,43548
43484,213,1,21234
43485,749,1,49553
43486,11,1,16322
43487,577,2,42281
43488,55,3,43079
43489,549,2,34920
43490,928,2,30484
43491,397,2,508
43492,842,1,6583
43493,677,3,19290
43494,963,3,29216
43495,982,3,11649
43496,385,2,24528
43497,719,2,46472
43498,867,1,35778
43499,37,1,7472
43500,646,1,27986
43501,458,3,48631
43502,84,3,21810
43503,493,3,47998
43504,821,2,14281
43505,736,2,13670
43506,817,1,21604
43507,5,1,1215
43508,87,1,19694
43509,537,1,2133
43510,972,2,28475
43511,894,3,28059
43512,61,2,5816
43513,596,2,14652
43514,513,3,26170
43515,889,3,32009
43516,848,1,32703
43517,140,2,34782
43518,257,1,15906
43519,231,3,14465
43520,198,1,41286
43521,48,3,20799
43522,712,2,26836
43523,505,3,8304
43524,361,1,5757
43525,419,3,28471
43526,194,2,20103
43527,854,2,38869
43528,586,1,20757
43529,870,2,1808
43530,103,2,39304
43531,592,3,46332
43532,385,1,3830
43533,737,2,12974
43534,196,1,43033
43535,642,3,3578
43536,697,3,35989
43537,947,3,44998
43538,659,3,44599
43539,119,2,10078
43540,769,1,40784
43541,379,1,6439
43542,762,2,33363
43543,744,2,41347
43544,759,3,37700
43545,708,3,48071
43546,494,1,45278
43547,334,2,37971
43548,950,3,43028
43549,449,2,41386
43550,241,1,42191
43551,949,2,11346
43552,527,1,45173
43553,452,2,2110
43554,737,2,18319
43555,41,3,35683
43556,516,3,29300
43557,888,2,40988
43558,34,3,8215
43559,47,3,33147
43560,700,2,28222
43561,299,2,10778
43562,697,1,38192
43563,682,1,41272
43564,848,1,19079
43565,899,1,26547
43566,996,3,32410
43567,534,3,19900
43568,643,2,18620
43569,351,1,34638
43570,190,3,49255
43571,652,2,21013
43572,379,3,4191
43573,702,2,17994
43574,144,1,11840
43575,125,2,11991
43576,168,2,26501
43577,715,2,43466
43578,259,3,39220
43579,248,3,46954
43580,948,2,14403
43581,820,1,42754
43582,541,1,19650
43583,229,3,25448
43584,642,1,17588
43585,924,2,48910
43586,934,3,23840
43587,79,3,12641
43588,669,2,40826
43589,142,3,1439
43590,662,2,15966
43591,345,1,8062
43592,470,2,30253
43593,834,1,24239
43594,328,3,19508
43595,988,2,33932
43596,595,1,7715
43597,690,3,18372
43598,709,3,13898
43599,449,1,8599
43600,472,2,507
43601,605,3,7086
43602,229,1,20313
43603,736,3,38522
43604,193,2,37011
43605,153,1,42003
43606,161,2,483
43607,86,3,6698
43608,18,2,2289
43609,654,1,17190
43610,881,3,4713
43611,377,1,42676
43612,389,1,32585
43613,310,3,10083
43614,81,3,8418
43615,673,2,44375
43616,202,2,16448
43617,405,2,25412
43618,927,2,28811
43619,717,3,23035
43620,903,1,9615
43621,661,1,15221
43622,507,3,14291
43623,527,1,35583
43624,655,2,17091
43625,999,3,2312
43626,407,1,6698
43627,327,2,28908
43628,274,3,8441
43629,803,1,2274
43630,508,3,10982
43631,636,2,25994
43632,628,1,22787
43633,891,3,44398
43634,484,2,15140
43635,672,1,23582
43636,386,1,49153
43637,89,3,39758
43638,464,2,15470
43639,690,1,783
43640,871,1,40539
43641,360,3,41018
43642,279,1,12184
43643,406,1,28371
43644,321,2,19073
43645,65,3,25517
43646,435,1,1818
43647,236,1,11201
43648,147,1,12862
43649,82,1,28702
43650,887,3,34080
43651,70,1,8123
43652,529,3,38912
43653,274,3,8621
43654,230,1,47663
43655,237,3,8157
43656,483,1,32512
43657,536,3,44224
43658,60,2,5774
43659,556,2,6251
43660,407,2,3231
43661,241,3,22180
43662,12,1,28866
43663,239,2,38435
43664,545,2,2965
43665,498,1,17426
43666,236,1,36664
43667,759,3,3252
43668,754,3,30168
43669,611,2,27425
43670,807,3,43545
43671,232,3,11407
43672,87,2,23064
43673,289,2,6608
43674,19,3,24861
43675,808,2,28584
43676,899,3,28046
43677,999,2,14943
43678,248,1,31465
43679,440,2,21164
43680,610,3,26911
43681,3,3,43983
43682,571,1,24956
43683,545,1,49663
43684,235,2,41938
43685,440,3,22250
43686,194,2,2192
43687,949,3,14848
43688,220,2,2943
43689,409,1,3231
43690,382,2,46202
43691,142,2,12499
43692,9,3,18826
43693,556,2,14305
43694,798,3,15694
43695,640,1,36426
43696,234,1,21381
43697,72,3,49394
43698,465,1,32388
43699,329,3,35145
43700,797,3,6306
43701,577,3,35428
43702,87,1,49447
43703,564,1,33094
43704,445,3,31699
43705,832,1,29704
43706,420,3,4652
43707,764,1,22983
43708,193,3,44683
43709,523,1,38275
43710,530,1,22464
43711,601,3,20186
43712,559,3,41295
43713,929,2,26005
43714,76,2,48320
43715,734,1,34672
43716,686,1,22219
43717,455,2,12112
43718,767,1,22888
43719,102,1,33833
43720,287,1,40722
43721,257,2,25647
43722,317,1,44685
43723,404,3,29540
43724,824,1,33606
43725,396,3,8241
43726,559,3,14479
43727,929,2,1531
43728,686,1,13322
43729,486,1,8484
43730,997,2,5333
43731,648,2,24023
43732,259,3,33307
43733,389,1,3181
43734,741,1,6260
43735,520,3,31656
43736,209,3,29070
43737,773,1,32345
43738,135,1,32275
43739,444,3,38907
43740,210,3,13912
43741,380,2,42667
43742,643,3,608
43743,857,2,31597
43744,94,3,22313
43745,356,3,7102
43746,331,1,3752
43747,441,1,13419
43748,970,2,3857
43749,51,3,15734
43750,535,1,28215
43751,810,2,2197
43752,591,1,46993
43753,395,1,38344
43754,926,3,19802
43755,522,2,35921
43756,77,3,26800
43757,979,1,26325
43758,876,2,2552
43759,66,1,1122
43760,311,3,27734
43761,307,2,28287
43762,222,2,42022
43763,428,3,49458
43764,894,3,257
43765,654,1,48518
43766,438,3,31856
43767,206,1,46735
43768,346,3,16793
43769,612,2,5633
43770,785,1,28371
43771,722,3,9027
43772,56,2,35797
43773,430,1,48821
43774,217,3,38398
43775,994,2,34242
43776,108,1,34612
43777,195,2,12541
43778,199,1,34103
43779,94,1,33382
43780,323,3,2703
43781,816,1,19440
43782,996,3,43919
43783,771,2,25768
43784,715,1,40988
43785,495,2,28207
43786,52,1,43314
43787,67,2,34600
43788,848,3,5240
43789,863,2,46357
43790,690,2,24153
43791,743,3,7504
43792,276,3,8012
43793,2,1,33264
43794,225,2,27340
43795,63,3,1028
43796,139,2,5228
43797,558,1,47508
43798,329,1,20449
43799,178,3,47008
43800,849,1,1070
43801,401,2,19509
43802,173,3,17114
43803,581,3,4234
43804,405,1,17141
43805,437,1,4798
43806,959,2,3784
43807,858,3,3782
43808,463,1,43723
43809,574,1,28858
43810,619,3,23996
43811,996,2,24367
43812,354,3,30010
43813,544,1,46475
43814,227,1,45145
43815,299,3,41025
43816,815,3,31261
43817,801,1,562
43818,812,3,45508
43819,367,3,26405
43820,977,3,29603
43821,770,3,2993
43822,292,3,30448
43823,412,3,44392
43824,798,1,37173
43825,607,1,28969
43826,624,2,37660
43827,197,3,25329
43828,225,3,20638
43829,752,1,13171
43830,979,2,2568
43831,640,3,40599
43832,104,1,33644
43833,415,2,21655
43834,840,1,17655
43835,864,3,47846
43836,622,2,4558
43837,614,3,18376
43838,913,1,29538
43839,706,3,43620
43840,339,1,22319
43841,758,2,39001
43842,457,1,5132
43843,861,2,44858
43844,185,1,34242
43845,370,2,550
43846,306,1,30833
43847,654,1,9607
43848,977,2,42750
43849,406,2,34466
43850,764,1,22867
43851,651,1,5474
43852,184,1,13618
43853,113,1,47811
43854,135,1,44451
43855,159,1,8047
43856,977,2,47715
43857,320,1,39881
43858,429,2,10171
43859,955,2,1641
43860,172,1,393
43861,831,1,3425
43862,861,2,36499
43863,207,2,22414
43864,430,3,42725
43865,116,1,41598
43866,119,2,33213
43867,126,3,29050
43868,166,2,18274
43869,279,2,37616
43870,884,1,31772
43871,700,3,13068
43872,369,2,8009
43873,141,1,30297
43874,882,3,38898
43875,398,3,39682
43876,481,2,16721
43877,643,3,31174
43878,295,2,4109
43879,210,3,17827
43880,441,2,42651
43881,450,2,44298
43882,559,3,21843
43883,874,3,32050
43884,302,1,2819
43885,135,3,18033
43886,770,2,21816
43887,912,1,11457
43888,952,2,17997
43889,538,1,29746
43890,916,2,38419
43891,397,2,7514
43892,909,2,538
43893,828,3,20162
43894,570,2,8267
43895,970,3,37970
43896,864,1,42267
43897,558,3,4265
43898,326,1,30334
43899,179,3,24778
43900,541,3,15251
43901,592,2,18329
43902,480,3,18991
43903,86,2,33993
43904,128,2,24487
43905,274,1,30670
43906,256,2,11673
43907,591,1,34182
43908,259,2,42462
43909,242,1,763
43910,193,2,33672
43911,142,3,6842
43912,462,2,13364
43913,180,2,34575
43914,787,3,47061
43915,610,1,34544
43916,489,1,8520
43917,596,2,11943
43918,430,2,19995
43919,948,1,26413
43920,384,3,5446
43921,191,2,37719
43922,133,1,28552
43923,166,2,30666
43924,80,1,36226
43925,793,2,30400
43926,484,3,7089
43927,983,3,35616
43928,22,3,7341
43929,228,1,46554
43930,155,1,30544
43931,931,1,13484
43932,335,3,43444
43933,688,3,21698
43934,914,2,31832
43935,99,1,11121
43936,772,1,22396
43937,745,1,19155
43938,650,1,20668
43939,499,3,42301
43940,911,1,16444
43941,205,1,6504
43942,731,3,16769
43943,821,2,9320
43944,228,2,11703
43945,950,3,49263
43946,118,2,15744
43947,772,1,27595
43948,633,3,28761
43949,767,3,38708
43950,354,2,33070
43951,153,2,7619
43952,646,2,3419
43953,975,2,6438
43954,603,3,27872
43955,596,1,40760
43956,197,2,26722
43957,534,1,35416
43958,35,1,15493
43959,537,2,26680
43960,894,3,43660
43961,312,3,43280
43962,487,1,21047
43963,669,3,41417
43964,770,3,47160
43965,16,3,19753
43966,537,2,4326
43967,272,2,11876
43968,987,3,46026
43969,129,3,39614
43970,779,2,39288
43971,447,1,30335
43972,459,3,9737
43973,675,1,37370
43974,165,3,18068
43975,737,1,8292
43976,23,2,22360
43977,833,3,33519
43978,212,1,28051
43979,692,3,12853
43980,575,2,28188
43981,822,3,25528
43982,521,3,16255
43983,953,1,10028
43984,13,2,2608
43985,975,3,9946
43986,288,1,15991
43987,257,2,42333
43988,950,3,30891
43989,828,3,3073
43990,668,3,8457
43991,177,2,6440
43992,261,1,42317
43993,544,1,15751
43994,34,2,17416
43995,531,1,22823
43996,203,2,27827
43997,169,1,10727
43998,913,3,33514
43999,294,1,14813
44000,745,2,17043
44001,34,1,10215
44002,831,3,37266
44003,165,1,31659
44004,592,2,40136
44005,728,1,2972
44006,646,1,7748
44007,822,1,12220
44008,734,3,22174
44009,804,2,26809
44010,645,3,32339
44011,968,3,365
44012,302,3,37755
44013,193,1,32194
44014,110,1,47532
44015,331,3,1986
44016,853,3,29664
44017,632,2,15740
44018,645,3,48655
44019,437,1,23658
44020,291,2,10896
44021,359,3,18284
44022,587,2,20019
44023,545,3,1129
44024,764,3,36339
44025,512,2,27803
44026,155,1,26016
44027,554,2,4630
44028,160,3,46088
44029,102,2,41111
44030,208,3,6333
44031,999,1,31173
44032,491,3,26563
44033,141,1,19885
44034,546,3,16303
44035,377,2,2278
44036,62,2,39370
44037,13,1,29103
44038,692,3,38853
44039,885,2,44547
44040,752,1,23117
44041,105,2,10154
44042,583,3,335
44043,798,2,4475
44044,638,2,31825
44045,287,1,24236
44046,745,2,21037
44047,293,1,34750
44048,800,2,41622
44049,641,2,35540
44050,369,2,24061
44051,894,2,1726
44052,938,1,4823
44053,561,1,14991
44054,469,2,8619
44055,892,1,16343
44056,315,1,29836
44057,358,3,22023
44058,606,2,4650
44059,292,2,7097
44060,173,3,43330
44061,14,2,38941
44062,289,2,17222
44063,849,3,40828
44064,408,3,44903
44065,622,1,15618
44066,478,2,39380
44067,576,2,37392
44068,751,1,20902
44069,330,2,14925
44070,902,3,39502
44071,973,2,28732
44072,572,3,30284
44073,928,2,39470
44074,719,3,40392
44075,379,3,24011
44076,527,1,24023
44077,942,3,19919
44078,97,1,3327
44079,84,1,45586
44080,697,1,45029
44081,721,2,45669
44082,816,3,38772
44083,991,2,22001
44084,67,3,11393
44085,474,1,21463
44086,283,1,10939
44087,617,2,17197
44088,121,1,23620
44089,864,1,86
44090,745,1,35334
44091,438,3,16615
44092,210,1,32007
44093,493,3,27538
44094,241,2,4173
44095,886,2,31047
44096,927,2,22263
44097,533,3,21838
44098,674,2,21326
44099,89,1,11114
44100,143,2,24606
44101,914,2,39993
44102,159,3,18107
44103,540,1,44988
44104,889,2,16541
44105,610,2,4450
44106,109,3,48705
44107,956,1,40652
44108,716,2,48718
44109,72,1,31023
44110,410,2,32298
44111,280,3,44667
44112,846,3,46256
44113,840,2,33511
44114,42,1,22236
44115,950,1,45768
44116,983,2,6496
44117,922,3,14323
44118,401,1,20829
44119,215,2,38471
44120,587,3,8064
44121,72,1,37682
44122,393,3,23947
44123,522,1,33495
44124,742,1,43885
44125,64,3,40816
44126,723,3,5609
44127,505,3,31871
44128,172,2,28563
44129,634,3,21124
44130,730,2,44421
44131,159,1,36790
44132,958,1,33727
44133,939,2,10175
44134,734,3,603
44135,677,2,42825
44136,183,2,39136
44137,142,2,46698
44138,696,3,26262
44139,527,1,33161
44140,845,2,26789
44141,233,1,40310
44142,866,1,2209
44143,720,3,7591
44144,377,3,37844
44145,46,1,16444
44146,932,3,35074
44147,929,3,41171
44148,214,2,1463
44149,728,2,12077
44150,346,2,11081
44151,276,3,26840
44152,648,1,978
44153,713,3,45425
44154,948,1,6872
44155,272,1,26540
44156,970,1,47152
44157,149,3,33272
44158,261,2,33694
44159,213,1,48443
44160,880,2,3417
44161,1001,2,5606
44162,593,1,24573
44163,165,1,7880
44164,648,1,20270
44165,131,1,42601
44166,65,2,12563
44167,947,2,26624
44168,754,3,11518
44169,732,3,28420
44170,940,2,25028
44171,635,2,35515
44172,951,3,26726
44173,397,1,31861
44174,208,1,46862
44175,803,3,13189
44176,614,2,16135
44177,787,1,22561
44178,155,3,42964
44179,676,2,39127
44180,106,3,5063
44181,982,2,23352
44182,849,3,40455
44183,278,2,43348
44184,57,2,23001
44185,375,2,24220
44186,327,3,21272
44187,782,1,27337
44188,169,1,24428
44189,28,2,21567
44190,876,3,19186
44191,107,1,8653
44192,426,3,27211
44193,492,1,11765
44194,835,1,48964
44195,502,2,8292
44196,921,3,42212
44197,829,3,40114
44198,439,3,39484
44199,658,3,48046
44200,676,3,48642
44201,995,3,42774
44202,463,3,7360
44203,723,1,22436
44204,613,2,18205
44205,500,2,36770
44206,704,3,14030
44207,92,3,9412
44208,495,3,46953
44209,348,2,32760
44210,820,1,14414
44211,639,3,18160
44212,483,1,34613
44213,72,3,4192
44214,242,1,25800
44215,203,2,46103
44216,55,3,37713
44217,736,1,41571
44218,990,3,44396
44219,229,2,48479
44220,603,1,48304
44221,964,1,17297
44222,852,1,6522
44223,13,2,47525
44224,117,1,7526
44225,532,1,12037
44226,110,3,16153
44227,605,1,19414
44228,792,1,44508
44229,78,1,36377
44230,678,2,49675
44231,910,1,27468
44232,866,1,20034
44233,425,1,28528
44234,139,1,11897
44235,152,3,46177
44236,326,3,19546
44237,867,3,47726
44238,730,1,6015
44239,973,3,1144
44240,959,1,9105
44241,165,1,40134
44242,262,1,29816
44243,324,1,9910
44244,858,2,21176
44245,814,3,21720
44246,370,3,37142
44247,861,2,15627
44248,207,3,38682
44249,611,1,7667
44250,120,2,555
44251,475,3,25441
44252,646,2,47985
44253,552,2,35826
44254,790,3,43514
44255,842,1,39992
44256,522,2,2217
44257,852,1,38405
44258,703,2,21746
44259,398,3,39005
44260,519,3,33159
44261,962,3,27793
44262,423,3,26539
44263,188,1,6038
44264,473,1,3854
44265,386,2,2756
44266,572,1,39258
44267,343,2,28100
44268,816,3,4906
44269,322,1,17983
44270,613,3,34835
44271,403,1,24924
44272,1,1,9142
44273,386,3,44771
44274,782,2,46668
44275,667,1,14619
44276,940,2,862
44277,25,3,2231
44278,686,1,29621
44279,2,3,33139
44280,243,3,17769
44281,677,3,19503
44282,424,3,31121
44283,466,2,48958
44284,5,1,21848
44285,756,3,12548
44286,604,3,25084
44287,302,3,4398
44288,254,2,4001
44289,719,2,42405
44290,450,2,12689
44291,476,3,12514
44292,232,1,4926
44293,891,2,15760
44294,209,3,1026
44295,592,1,45108
44296,571,3,31618
44297,59,1,13029
44298,8,2,43410
44299,93,2,5780
44300,477,2,4411
44301,158,2,36217
44302,583,3,2220
44303,509,3,38014
44304,845,1,10451
44305,950,1,2251
44306,662,2,9929
44307,853,3,12020
44308,872,1,6811
44309,51,2,42161
44310,26,1,16110
44311,37,2,29509
44312,422,3,12450
44313,684,3,10367
44314,563,3,15383
44315,739,2,16866
44316,56,3,47256
44317,165,3,19175
44318,673,2,38983
44319,327,3,38399
44320,139,3,45864
44321,94,1,33800
44322,109,1,8367
44323,540,1,13441
44324,841,2,2009
44325,169,2,38983
44326,967,1,35363
44327,936,1,17742
44328,423,1,26672
44329,974,1,7165
44330,484,1,26449
44331,81,2,47521
44332,131,2,34117
44333,210,1,31343
44334,282,1,17488
44335,433,1,4848
44336,924,2,5223
44337,63,3,43461
44338,151,3,25753
44339,462,2,16332
44340,633,2,9187
44341,364,1,2085
44342,560,1,26306
44343,672,1,47558
44344,800,2,41740
44345,564,1,41248
44346,770,2,36124
44347,264,1,31183
44348,113,3,33390
44349,46,2,48534
44350,456,3,15089
44351,421,1,13097
44352,205,1,44418
44353,825,3,36700
44354,525,1,38501
44355,305,2,44963
44356,187,2,6560
44357,871,2,21182
44358,383,2,30905
44359,279,3,49577
44360,287,3,46943
44361,536,2,13284
44362,832,3,5989
44363,268,1,23092
44364,71,1,27682
44365,157,3,38563
44366,585,3,7802
44367,367,2,23444
44368,802,2,33322
44369,769,2,48191
44370,340,2,43921
44371,455,2,46582
44372,126,1,30730
44373,800,1,3584
44374,989,3,46671
44375,510,1,42487
44376,678,3,47070
44377,663,3,38845
44378,481,2,40076
44379,276,3,11715
44380,888,3,37616
44381,679,1,33160
44382,316,3,45129
44383,469,1,25994
44384,123,1,48702
44385,525,3,40977
44386,541,3,1994
44387,862,2,21434
44388,838,2,39263
44389,514,3,27193
44390,176,1,19709
44391,615,2,46837
44392,425,2,28443
44393,739,2,12174
44394,750,3,42338
44395,471,3,9774
44396,759,2,35999
44397,558,2,23842
44398,809,3,48193
44399,237,3,48055
44400,632,2,46677
44401,715,1,20976
44402,420,1,46238
44403,949,1,10248
44404,223,3,23601
44405,457,1,6163
44406,740,1,36827
44407,458,2,34407
44408,824,3,42258
44409,608,3,49316
44410,546,2,5537
44411,78,3,23204
44412,545,1,30736
44413,435,3,5401
44414,194,1,2491
44415,915,2,13969
44416,442,2,16652
44417,381,3,37942
44418,293,1,28535
44419,884,3,20710
44420,248,1,49373
44421,296,2,653
44422,307,2,42121
44423,956,2,33880
44424,732,1,9361
44425,893,1,44383
44426,836,3,32799
44427,883,2,3908
44428,648,3,23503
44429,980,3,29380
44430,418,2,14987
44431,731,2,26990
44432,785,2,27595
44433,72,3,14143
44434,556,2,12302
44435,113,1,16548
44436,547,3,10716
44437,31,2,41164
44438,674,2,10000
44439,56,1,19907
44440,918,1,2650
44441,942,2,37660
44442,504,2,40403
44443,311,3,41632
44444,103,2,18139
44445,726,3,3425
44446,392,1,23985
44447,417,2,14835
44448,96,3,34366
44449,686,3,39917
44450,69,2,8676
44451,550,3,18349
44452,191,1,25655
44453,972,2,2290
44454,408,2,20272
44455,223,1,38860
44456,895,1,22813
44457,573,3,28027
44458,939,2,33768
44459,503,2,10081
44460,494,1,29495
44461,558,1,17954
44462,888,3,40033
44463,447,3,23508
44464,285,3,37462
44465,867,1,44070
44466,912,3,5579
44467,203,1,2386
44468,566,1,15697
44469,160,3,1407
44470,88,2,22285
44471,204,1,81
44472,53,3,19806
44473,329,1,7692
44474,805,3,32898
44475,444,1,30107
